ticker,marketCap,enterpriseValue,trailingPE,forwardPE,priceToBook,priceToSalesTrailing12Months,enterpriseToEbitda,returnOnEquity,returnOnAssets,grossMargins,operatingMargins,profitMargins,debtToEquity,currentRatio,quickRatio,earningsQuarterlyGrowth,revenueGrowth,freeCashflow,operatingCashflow,totalRevenue,ebitda,bookValue,trailingEps,forwardEps,sharesOutstanding,beta,heldPercentInsiders,shortRatio,roe_q,roa_q,ni_growth_q,rev_growth_q,accruals,debt_equity_q,cfo_assets
CSCO,478608392192.0,494969421824.0,40.476665,25.321075,9.791952,7.8788466,29.104,0.25229,0.07337,0.64296997,0.24992001,0.19685,67.541,0.925,0.704,0.354,0.12,9288375296.0,13025000448.0,60745998336.0,17006999552.0,12.401,3.0,4.79561,3941434665.0,1.002,0.00052,2.55,,,,,,,
CSGP,12253175808.0,12155174912.0,167.99998,17.527489,1.5432509,3.445775,30.851,0.00894,0.00466,0.78683996,0.082159996,0.02081,14.537,2.214,2.064,8.167,0.184,412700000.0,497000000.0,3556000000.0,394000000.0,19.595,0.18,1.72529,405197588.0,0.731,0.012610001,2.21,,,,,,,
CSX,93123911680.0,111182675968.0,29.226744,22.130655,6.6127334,6.417028,16.276,0.24357,0.07383,0.47070998,0.38424,0.22208999,138.068,0.82,0.685,0.209,0.101,1953250048.0,5321999872.0,14512000000.0,6831000064.0,7.602,1.72,2.27151,1852474917.0,1.211,0.00223,3.09,,,,,,,
CTAS,81254432768.0,83671367680.0,41.35438,33.22039,15.807707,7.213152,27.937,0.40714002,0.161,0.50668997,0.23688,0.17754,52.646,1.434,0.686,0.14,0.089,1464424832.0,2276280064.0,11264760832.0,2994993920.0,12.845,4.91,6.11221,400169561.0,0.918,0.14968,5.36,,,-0.08731522580119722,-0.018567967147905762,,,
CTSH,27277910016.0,27020118016.0,12.375537,9.133541,1.8024127,1.2604153,6.695,0.14924,0.10735,0.3344,0.17479,0.10258,14.479,2.182,1.683,-0.014,0.045,2215500032.0,2916999936.0,21642000384.0,4036000000.0,31.996,4.66,6.31409,473000000.0,0.809,0.00125,3.87,,,,,,,
CVX,365956726784.0,400176709632.0,17.955727,14.387335,2.0080512,1.7477779,7.899,0.12231,0.05861,0.44267,0.21866,0.09834,18.959,1.252,0.843,3.848,0.535,21934000128.0,45320998912.0,209383997440.0,50661998592.0,92.906,10.39,12.96696,1961603274.0,0.488,0.047670003,2.09,,,0.4056224899598393,0.03889577464788729,,,
CTVA,51260674048.0,54014668800.0,46.563637,18.596783,2.0369043,2.877873,12.635,0.04256,0.04546,0.4954,0.3013,0.056649998,19.191,1.516,0.989,-0.116,-0.012,2417250048.0,1211000064.0,17812000768.0,4275000064.0,37.719,1.65,4.13136,667196000.0,0.569,0.00103,4.24,,,,,,,
D,59271254016.0,118585253888.0,23.318338,17.66101,2.1231885,3.271221,14.217,0.08281,0.03041,0.46222,0.29219,0.13984999,160.459,0.809,0.317,-0.553,0.176,-9181124608.0,5389000192.0,18119000064.0,8341000192.0,31.74,2.89,3.81575,879525949.0,0.63,0.00133,4.31,,,,,,,
DASH,93704511488.0,91673518080.0,113.82105,27.19034,9.360284,5.8967032,63.839,0.088870004,0.029719999,0.52225,0.03862,0.05292,33.276,1.368,1.083,-0.298,0.356,5147500032.0,2830000128.0,15891000320.0,1436000000.0,23.104,1.9,7.95356,408992917.0,1.77,0.00654,3.71,0.03193993051664239,0.016814159292035398,0.1680327868852458,-0.04701102727800344,,0.36433934775299787,
CVNA,105429917696.0,54681079808.0,37.48677,31.459806,12.647268,4.207435,21.785,0.58773,0.116960004,0.19371,0.09219,0.06257,110.88,3.926,1.724,0.694,0.524,424375008.0,1120000000.0,25058000896.0,2510000128.0,5.602,1.89,2.25208,718978000.0,3.488,0.02113,6.61,,,,,,,
CVS,122397458432.0,184942460928.0,25.25066,11.304146,1.5345144,0.29661685,11.088,0.06205,0.029679999,0.13645001,0.03861,0.011849999,95.503,0.866,0.623,1.918,0.071,8076000256.0,14780000256.0,412644999168.0,16679999488.0,62.365,3.79,8.46592,1278970369.0,0.596,0.00062,2.47,,,,,,,
DAL,60067287040.0,76161728512.0,15.147594,10.312608,2.738584,0.8796299,10.145,0.20125,0.04019,0.187,0.07921,0.05784,96.649,0.424,0.267,-0.247,0.187,2817374976.0,8134000128.0,68287000576.0,7506999808.0,33.353,6.03,8.85712,657623030.0,1.311,0.06514,2.87,,,,,,,
DD,19236214784.0,20790573056.0,61.675327,17.907263,1.3972716,2.7527497,13.134,0.01792,0.020669999,0.35132,0.14239,0.00787,22.902,2.427,1.636,1.424,0.04,1835250048.0,1195000064.0,6988000256.0,1583000064.0,101.963,2.31,7.95599,135019401.0,1.09,0.0019,2.78,,,,,,,
DDOG,83998416896.0,80290783232.0,477.40814,79.31712,20.871698,21.17576,968.561,0.04696,0.0018000001,0.79536,0.00666,0.044770002,29.259,3.205,3.1,15.833,0.356,1051412352.0,1229033984.0,3966725120.0,82897000.0,11.208,0.49,2.9493,334904614.0,1.509,0.00636,2.67,,,,,,,
DELL,293200035840.0,314434977792.0,36.09944,20.766945,-209.78732,2.1880274,22.356,,0.07004,0.19212,0.088570006,0.062750004,,0.946,0.612,2.563,0.875,5434124800.0,12469999616.0,134001999872.0,14065000448.0,-2.163,12.57,21.85059,325046693.0,1.401,0.07491,1.62,,,,,,,
DGX,26307491840.0,32468490240.0,25.329437,19.767437,3.488372,2.2757347,14.329,0.14602,0.06404,0.33192003,0.15248,0.09187,81.074,1.591,1.282,0.135,0.102,909625024.0,1903000064.0,11559999488.0,2265999872.0,68.327,9.41,12.05771,110373360.0,0.548,0.00442,3.89,,,,,,,
DG,27924062208.0,42369351680.0,17.930595,15.778682,3.1576452,0.6482608,12.507,0.1891,0.04632,0.30827,0.05919,0.03632,178.649,1.169,0.188,0.133,0.034,1882562304.0,3503533056.0,43075354624.0,3387527936.0,40.09,7.06,8.02285,220586647.0,0.235,0.00279,2.77,,,-0.047391268417649846,-0.027196602601275544,,,
DECK,13272283136.0,12164675584.0,13.863441,11.653643,5.7894735,2.4012284,9.167,0.42558,0.20319,0.57804,0.15233,0.18361,20.521,2.747,1.866,-0.066,0.057,871420352.0,1193713024.0,5527288832.0,1326978944.0,16.834,7.03,8.36305,136181857.0,1.167,0.00602,2.59,,,-0.48088024702407595,-0.3258938805177378,,,
DE,167690715136.0,207231254528.0,35.21441,27.309977,6.1149254,3.5424871,24.057,0.18349001,0.03828,0.25965,0.17479,0.10104,376.022,2.213,1.972,-0.098,-0.111,1098749952.0,7933000192.0,47337000960.0,8613999616.0,101.527,17.63,22.73272,270107282.0,0.901,0.00155,5.29,,,,,,,
DIS,181146730496.0,228812718080.0,21.63093,14.063531,1.6840298,1.8323376,10.915,0.0801,0.048070002,0.37595,0.19301,0.086990006,39.404,0.709,0.562,-0.499,0.068,4860375040.0,16988999680.0,98860998656.0,20963000320.0,62.297,4.85,7.45972,1726686902.0,1.395,0.00062,1.91,,,,,,,
DHR,143943417856.0,167464419328.0,36.499107,22.020092,2.7372136,5.7331986,20.86,0.07605,0.03949,0.58752996,0.19777,0.15948,52.97,1.651,1.149,0.568,0.055,4325125120.0,6634999808.0,25106999296.0,8028000256.0,74.806,5.61,9.29878,702986054.0,0.796,0.1096,2.46,,,,,,,
DHI,42257268736.0,47953469440.0,14.416031,12.839438,1.7805959,1.2670845,11.618,0.12632,0.06884,0.21298,0.1299,0.09154,29.451,6.011,0.423,-0.117,0.0,2413900032.0,3352600064.0,33350000640.0,4127399936.0,84.848,10.48,11.76687,279701267.0,1.375,0.117639996,5.24,,,0.1317795206009058,-0.04671516253694019,,,
DLTR,25155653632.0,31741652992.0,21.011234,17.038702,7.218484,1.2738395,13.197,0.33976,0.067389995,0.36991,0.09088001,0.06514,216.518,1.161,0.316,0.011,0.072,1443624960.0,2615200000.0,19747899392.0,2405299968.0,18.134,6.23,7.68251,192174588.0,0.665,0.0016,3.01,,,1.0160771704180065,0.015162786626990998,,,
DLR,73004687360.0,92723929088.0,245.31645,66.07344,2.6854007,10.804247,28.883,0.02912,0.01476,0.56994,0.25882,0.11825,67.944,0.89,0.889,-0.561,0.299,3768482048.0,2967041024.0,6757036032.0,3210312960.0,72.168,0.79,2.9331,370036176.0,1.042,0.00014,0.0,,,,,,,
DOC,15178560512.0,25095936000.0,61.17143,-142.73332,1.8817015,5.145613,15.977,0.03039,0.01513,0.57648,0.1599,0.08248,108.653,2.286,1.928,0.668,0.111,1645113088.0,1231026048.0,2949806080.0,1570761984.0,11.378,0.35,-0.15,689527260.0,0.997,0.0029499999,3.48,,,,,,,
DTE,29105276928.0,56908279808.0,22.131329,16.726439,2.3956907,1.7677058,15.734,0.1103,0.02769,0.29347,0.13623999,0.07999,229.06,0.802,0.395,0.231,-0.015,-2596624896.0,3359000064.0,16465000448.0,3616999936.0,58.384,6.32,8.36221,208088069.0,0.396,0.00404,4.45,,,,,,1.9660263400721416,
DPZ,11610035200.0,16568051712.0,19.883854,16.80095,-2.9141896,2.3091612,16.187,,0.33892,0.28709,0.19084999,0.118640006,,1.538,0.795,0.036,0.043,531496512.0,777804992.0,5027814912.0,1023513984.0,-120.428,17.65,20.8887,33081735.0,0.951,0.00475,3.31,,,,,,,
DRI,24483000320.0,32212305920.0,20.494726,17.257317,11.046457,1.8532424,15.23,0.53718,0.07722,0.21667999,0.14142,0.09134,364.507,0.314,0.115,0.333,0.137,790974976.0,1848300032.0,13210900480.0,2115000064.0,19.351,10.43,12.38663,114535003.0,0.585,0.00301,3.44,,,,,,,
DUK,97345822720.0,191963824128.0,18.802711,17.42012,1.8108375,2.967589,11.552,0.098570004,0.028369999,0.51971,0.27503002,0.15995,162.155,0.661,0.259,0.11,0.011,-4477374976.0,11562000384.0,32803000320.0,16616999936.0,68.946,6.64,7.167,779702193.0,0.371,0.00122,4.5,,,,,,,
DOW,21193478144.0,37900476416.0,,15.909164,1.3363091,0.51292336,9.564,-0.0554,0.012999999,0.09787,0.11594,-0.03129,111.913,1.749,0.894,,0.197,237624992.0,3865999872.0,41318998016.0,3963000064.0,21.956,-1.83,1.84422,722340711.0,0.423,0.00208,2.68,,,,,,,
DXCM,31981324288.0,31432724480.0,33.498024,27.124687,12.201266,6.4359097,22.401,0.38491002,0.103310004,0.62473,0.24327,0.20118,53.346,1.733,1.37,0.385,0.131,1021162496.0,1748700032.0,4969200128.0,1403200000.0,6.946,2.53,3.12446,377360765.0,1.41,0.0027,3.92,,,-0.3664552501761804,-0.043165467625899234,,,
DVA,11795277824.0,26286657536.0,15.573729,10.754186,-15.361531,0.84193975,9.301,0.88475,0.07515,0.32364,0.16061,0.060489997,1241.986,1.467,1.333,0.331,0.052,1042460032.0,2193155072.0,14009646080.0,2826204928.0,-11.963,11.8,17.08823,64185000.0,0.87,0.46905,5.27,,,,,,,
DOV,28435036160.0,29939052544.0,25.498795,18.149761,3.690955,3.3768566,15.683,0.14914,0.07061,0.40092,0.18691999,0.13475999,42.316,1.979,1.31,0.119,0.069,906472128.0,1390406016.0,8420563968.0,1908990976.0,57.202,8.28,11.63266,134680225.0,1.156,0.01255,2.9,,,-0.07636864803555654,-0.013595361724020316,,,
ECHO,26155784192.0,43281121280.0,,5.7582593,1.8475429,1.7848995,21.76,-0.33428,0.01319,0.29540002,0.14279,-0.38712,123.757,5.201,0.367,,-0.04,-18870501376.0,-85317000.0,14653925376.0,1989049984.0,48.735,-24.88,15.63667,159142240.0,1.013,0.13055,3.12,,,,,,,
DVN,47277998080.0,58220998656.0,9.343478,7.8312902,0.964672,2.5173314,6.524,0.11522,0.05909,0.50349,0.41077,0.17464,28.488,0.717,0.584,1.126,0.642,782625024.0,8552999936.0,18780999680.0,8924000256.0,44.554,4.6,5.48824,1100000000.0,0.419,0.00704,2.17,,,,,,,
EBAY,49831100416.0,53662101504.0,23.52521,16.715929,10.895116,4.149825,17.333,0.46611,0.091450006,0.72052,0.2157,0.18571,153.012,1.019,0.915,0.511,0.148,1579624960.0,3036000000.0,12007999488.0,3096000000.0,10.278,4.76,6.699,445000000.0,1.355,0.10049,4.33,,,0.3577235772357723,-0.05311355311355315,,,
ECL,79941312512.0,88753709056.0,38.329304,30.279703,7.960528,4.746404,21.46,0.21956,0.07233,0.44210997,0.18521999,0.12566,138.023,1.841,1.501,0.02,0.097,1474824960.0,3056800000.0,16842500096.0,4135699968.0,35.823,7.44,9.41786,280328603.0,0.89,0.00159,2.13,,,-0.23216329645173595,-0.08203319089734673,,,
ELV,85489876992.0,79158878208.0,17.419355,13.302185,1.9044768,0.4250817,9.51,0.11133,0.03832,0.2599,0.04559,0.02468,68.953,1.518,1.374,-0.161,0.014,4306375168.0,7464000000.0,201113993216.0,8323999744.0,206.986,22.63,29.63423,216869290.0,0.692,0.0018600001,3.47,,,,,,0.6904075751337999,
EFX,21448042496.0,26884743168.0,32.028072,17.975458,4.9013343,3.328116,13.971,0.14275,0.061550003,0.55542,0.17305,0.10729,120.956,0.602,0.508,-0.039,0.106,947537472.0,1612400000.0,6444499968.0,1924300032.0,37.247,5.7,10.15607,117484896.0,1.296,0.00648,3.77,,,0.1941323345817727,-0.0051135995857336525,,,
EIX,26405937152.0,71350935552.0,7.0815277,10.544772,1.5134873,1.3595189,7.99,0.19734,0.04092,0.61005,0.26899,0.19281,228.042,0.662,0.28,0.557,-0.041,82375000.0,6391000064.0,19423000576.0,8929999872.0,45.339,9.69,6.50749,384813979.0,0.651,0.00261,6.39,,,,,,,
EG,14376991744.0,14345991168.0,7.923922,6.2547145,0.94043756,0.8545017,,0.12572,0.02489,0.15281,0.19132,0.11376,23.26,0.388,0.241,-0.178,-0.113,2064625024.0,2000000000.0,16824999936.0,,398.708,47.32,59.94838,38342734.0,0.279,0.0083,3.67,,,-0.6911764705882353,-0.03769300635785644,,,
EME,36033380352.0,35658031104.0,25.4486,22.231602,8.860184,1.9375103,17.914,0.40348998,0.12029,0.19426,0.10618,0.07738,13.432,1.277,1.232,0.336,0.198,978281600.0,1289817984.0,18597775360.0,1990525952.0,92.199,32.1,36.74499,44109901.0,1.147,0.00708,2.84,,,,,,,
EL,31964579840.0,38138580992.0,,27.77568,8.004892,2.154964,16.229,-0.05949,0.04874,0.74651,0.14925,-0.01672,232.908,1.268,0.824,-0.44,0.046,1807624960.0,1798000000.0,14833000448.0,2350000128.0,11.037,-0.7,3.18084,247287571.0,1.246,0.00403,2.48,,,,,,,
ED,39934099456.0,66784096256.0,17.759869,16.630602,1.5524628,2.257567,10.838,0.08962,0.03237,0.53372,0.16540001,0.12533,110.113,1.268,0.967,0.252,0.132,-844875008.0,3955000064.0,17688999936.0,6161999872.0,69.554,6.08,6.49285,369828633.0,0.263,0.0020299999,5.92,,,,,,,
EOG,71766376448.0,74018062336.0,10.485603,9.181032,2.3316262,2.685767,5.106,0.22507,0.11017,0.62636,0.40717998,0.25733,25.891,1.851,1.581,1.025,0.587,4478750208.0,13358000128.0,26720999424.0,14494999552.0,57.788,12.85,14.67591,532628530.0,0.278,0.0028900001,4.14,,,0.08773234200743496,0.09094304388422025,,,
EMR,88641421312.0,99914424320.0,34.630196,21.881964,4.3317366,4.756462,16.493,0.128,0.068969995,0.53161,0.26924,0.13828,67.677,0.896,0.618,0.225,0.07,3706249984.0,3912000000.0,18635999232.0,6057999872.0,36.535,4.57,7.23244,560100000.0,1.235,0.00223,4.21,,,,,,0.771520598472648,
EQR,25928224768.0,34065371136.0,29.16087,43.326874,2.395186,8.285851,18.018,0.080240004,0.026689999,0.62336,0.27879998,0.27974,78.679,0.127,0.032,-0.407,0.021,1423153408.0,1566091008.0,3129217024.0,1890653056.0,28.002,2.3,1.548,374920696.0,0.749,0.0059100003,3.41,,,,,,,
EQIX,102877077504.0,125270073344.0,67.09267,55.21863,7.153138,10.387427,27.593,0.10735,0.03683,0.51979,0.27021998,0.15479,162.217,1.131,0.607,0.302,0.167,3776000000.0,3942000128.0,9904000000.0,4540000256.0,145.757,15.54,18.88167,98671686.0,0.972,0.00271,2.84,,,,,,,
EQT,32332922880.0,41480294400.0,11.993039,13.009566,1.2800574,3.478933,5.93,0.11078,0.06629,0.80748004,0.23372999,0.29176,19.595,0.673,0.542,-0.73,-0.039,2460903936.0,6246145024.0,9293919232.0,6995361792.0,40.381,4.31,3.97323,625516000.0,0.578,0.00796,2.47,,,1.334729740190912,0.008211601245784683,,,
ES,27201869824.0,55388921856.0,15.488223,14.740888,1.6670125,1.9432166,11.228,0.09016,0.03302,0.52752,0.23923,0.10354,180.7,0.8,0.463,-0.848,0.023,811961344.0,4430451200.0,13998372864.0,4933026816.0,43.389,4.67,4.90676,376080025.0,0.702,0.00169,5.26,,,,,,,
ESS,19857635328.0,25386278912.0,44.87539,46.613823,3.4783766,10.02518,20.63,0.0771,0.029560002,0.68771005,0.33975,0.20893,122.409,0.249,0.091,-0.718,0.031,1043926720.0,1118023040.0,1980775936.0,1230545024.0,82.826,6.42,6.18057,64261739.0,0.708,0.00733,4.12,,,,,,,
EVRG,19224690688.0,35753590784.0,21.216284,18.298971,1.8804691,3.1547434,12.588,0.092539996,0.02908,0.52696997,0.25238,0.15192,160.554,0.359,0.074,0.255,0.044,-1443362560.0,1982800000.0,6093899776.0,2840399872.0,44.34,3.93,4.55654,230567172.0,0.515,0.00187,8.14,,,-0.27028604786923527,-0.04349338900487121,,,
ETN,174222442496.0,194943320064.0,45.643948,28.004206,8.604138,5.802386,29.363,0.19684,0.07052,0.36022,0.16563,0.12752,105.059,1.24,0.704,-0.164,0.214,3106125056.0,4950000128.0,30026000384.0,6639000064.0,52.147,9.83,16.02188,388300000.0,1.177,0.00055,3.43,,,-0.018329938900203624,-0.09262948207171318,,,
ERIE,13207374848.0,12965522432.0,22.940962,18.028551,5.3534265,3.2060866,15.528,0.24808,0.14147,0.17904,0.19096,0.14007,2.56,1.246,1.107,0.032,0.028,481207744.0,697777024.0,4119469056.0,834972032.0,47.181,11.01,14.01,46189068.0,0.3,0.45461,10.85,,,,,,,
EXC,46989881344.0,97941102592.0,16.768383,15.038264,1.5853319,1.8554008,11.722,0.09711,0.028110001,0.42363998,0.16590999,0.10989001,177.362,1.088,0.716,0.013,0.099,-2685125120.0,7212000256.0,25326000128.0,8354999808.0,28.77,2.72,3.03293,1030253967.0,0.396,0.00068999996,3.79,,,-0.5531428571428572,-0.1906040268456376,,,
EXE,22210004992.0,24557811712.0,8.003448,10.0975485,1.1209176,1.754622,3.654,0.14893,0.08486,0.47069,0.26323998,0.2197,19.207,0.959,0.594,-0.461,-0.106,1466249984.0,5655000064.0,12657999872.0,6720999936.0,82.825,11.6,9.19431,239228849.0,0.319,0.0031400002,1.99,,,,,,,
EXR,33003857920.0,46230769664.0,33.011036,31.431946,2.3830316,9.399822,20.008,0.06953,0.03358,0.74919,0.45882,0.2728,101.674,0.886,0.305,0.055,0.038,1499437568.0,1901193984.0,3511115008.0,2310663936.0,62.752,4.53,4.75758,211269558.0,1.185,0.00942,3.85,,,,,,0.9538901979269935,
EW,51660775424.0,48273207296.0,53.404766,26.579767,5.0125704,7.9328003,24.175,0.09175,0.083680004,0.77839,0.29839,0.15431,6.568,4.522,3.454,-0.274,0.136,1232412544.0,1720300032.0,6512300032.0,1996800000.0,17.899,1.68,3.3755,575800000.0,0.846,0.0018000001,2.32,,,,,,,
EXPD,23230625792.0,22768832512.0,26.051022,22.692211,10.967168,1.930095,18.017,0.4267,0.1523,0.13549,0.107080005,0.07634,26.745,1.566,1.431,0.45,0.321,797562240.0,972540992.0,12036001792.0,1263714048.0,16.295,6.86,7.87539,129990622.0,1.045,0.00634,3.76,,,0.1101517644110821,0.005480629816149607,,,
ETR,50013564928.0,81096818688.0,27.411764,21.033833,2.8648562,3.7095923,14.643,0.10248999,0.02683,0.47000998,0.24458,0.13329001,186.77,0.912,0.618,0.031,0.059,-4400858112.0,6074613760.0,13482226688.0,5538091008.0,37.412,3.91,5.0956,466631498.0,0.486,0.0022200001,7.26,,,-0.23208194018908623,-0.14478728233091975,,,
EXPE,37287608320.0,37112610816.0,19.527342,13.121167,64.725,2.375007,12.842,0.89489,0.061079998,0.90433,0.1898,0.12968001,230.271,0.801,0.637,1.661,0.14,3434374912.0,5216000000.0,15699999744.0,2889999872.0,4.8,15.91,23.67777,114495891.0,1.246,0.0061500003,5.14,,,,,,,
F,55746588672.0,196958584832.0,,7.341627,1.5606161,0.29656702,25.77,-0.18252,0.00348,0.07115,0.018819999,-0.03935,456.708,1.089,0.877,,-0.038,-7940250112.0,16947000320.0,187972993024.0,7642999808.0,8.958,-1.87,1.90421,3916743591.0,1.848,0.0028799998,0.0,,,,,,,
FAST,59486277632.0,59723075584.0,44.307693,37.081547,14.619289,6.7988977,30.554,0.34334,0.21521999,0.44701,0.21023001,0.15454,10.851,4.18,1.998,0.159,0.147,916124992.0,1399200000.0,8749400064.0,1954700032.0,3.546,1.17,1.398,1147497573.0,0.712,0.00087,3.61,,,-0.015499254843517107,-0.02484413818965925,,,
FDS,10156452864.0,11422858240.0,18.79987,14.495307,5.027287,4.1651115,12.249,0.27032,0.11079001,0.51382,0.30542,0.2321,77.284,0.683,0.558,-0.147,0.064,621161344.0,829592000.0,2438458880.0,932542016.0,56.804,15.19,19.70086,35565543.0,0.687,0.0043200003,5.01,,,-0.033030413498593925,-0.019066813424671758,,,
FANG,52898152448.0,70892781568.0,284.90906,10.507946,1.3920331,3.2556715,6.018,0.034930002,0.01308,0.72353995,0.48466998,0.09029,28.678,0.467,0.421,1.692,0.525,5035500032.0,10142999552.0,16248000512.0,11779999744.0,135.083,0.66,17.89503,281313297.0,0.419,0.27125,3.74,,,,,,,
FICO,22491779072.0,27841343488.0,30.124386,19.60086,-5.4894605,9.39673,22.037,,0.39981,0.851,0.53787,0.3405,,1.183,1.129,0.305,0.257,774413504.0,1001548992.0,2393574912.0,1263363968.0,-189.709,34.57,53.13032,21597635.0,1.321,0.02994,7.55,,,,,,,
FERG,49781899264.0,55042899968.0,25.264765,20.431019,8.4833765,1.6028584,18.091,,,0.30697,0.08137,0.06296,103.524,1.784,0.788,0.2,0.036,,1959600000.0,31058200576.0,3042599936.0,30.258,10.16,12.56374,193937826.0,1.121,0.01788,2.25,0.05028238294771361,0.016696914700544463,-0.3268292682926829,-0.09828106547697157,-0.0038717483363581366,1.0969211149571871,0.0205686630369026
FIS,22106920960.0,42571743232.0,6.5698924,6.3778234,1.384008,1.8120428,12.081,0.22348,0.04275,0.35836,0.20669001,0.27648002,132.51,0.535,0.38,,0.291,2653125120.0,2976000000.0,12199999488.0,3524000000.0,30.903,6.51,6.70605,516879151.0,0.813,0.00131,2.96,,,,,,,
FE,27458127872.0,57879035904.0,25.385027,16.050339,2.1235573,1.756084,10.675,0.09491,0.03682,0.68605006,0.19304001,0.06939,200.908,0.541,0.35,0.075,0.088,-2007124992.0,3118000128.0,15635999744.0,5422000128.0,22.354,1.87,2.95757,578431175.0,0.45,0.0013799999,6.63,,,,,,,
FDX,75367669760.0,104760672256.0,17.182848,15.33454,2.4159164,0.7956891,8.845,0.14846,0.050079998,0.27318,0.11129,0.0468,135.697,1.475,1.387,-0.031,0.125,5656625152.0,8924999680.0,94720000000.0,11843999744.0,131.863,18.54,20.77467,236581188.0,1.36,0.07519,2.62,,,,,,,
FFIV,22663899136.0,21310494720.0,31.840097,22.140585,5.8986607,6.8484817,23.081,0.1983,0.07977,0.81865996,0.24649,0.21952999,6.546,1.665,1.479,0.096,0.109,717135488.0,1049441024.0,3309331968.0,923304000.0,67.851,12.57,18.07676,56627182.0,1.033,0.00497,2.06,0.0439131031715019,0.02463863587996906,-0.23369771262479466,-0.06310724399964118,-0.018803953626609794,0.08051127851311615,0.04344258950657885
FISV,27869894656.0,,10.04023,6.297341,1.066154,,,,,,,,,,,,,,,,,49.158,,,531766721.0,,,,,,,,,,
FCX,97468006400.0,118367543296.0,34.127453,17.031416,4.8468394,3.767899,12.389,0.14755,0.07585,0.38275,0.33404,0.113850005,32.149,2.066,0.795,0.275,-0.073,2159249920.0,5900000256.0,25867999232.0,9553999872.0,14.364,2.04,4.08774,1400000000.0,1.379,0.00716,1.84,,,,,,,
FITB,51756253184.0,70186500096.0,19.222221,11.55806,1.605275,5.1269197,,0.08438,0.0092,0.0,0.39078,0.23239,,,,0.275,0.518,,3664999936.0,10094999552.0,,35.564,2.97,4.93941,906573000.0,0.923,0.00354,0.0,,,,,,,
FRT,10316345344.0,15462398976.0,23.97778,38.46428,3.2178395,7.725152,18.458,0.12550999,0.03259,0.68136,0.35035,0.32663,134.114,0.564,0.553,-0.45,0.072,456137632.0,630972032.0,1335422976.0,837700992.0,36.885,4.95,3.08572,86389197.0,0.929,0.010290001,0.03,,,,,,1.4077950673878257,
FLEX,44827049984.0,47917051904.0,46.673077,17.064846,8.149765,1.5316585,22.57,0.18378,0.044159997,0.0953,0.0497,0.03325,107.818,1.38,0.701,0.484,0.206,625750016.0,1562000000.0,29266999296.0,2123000064.0,14.89,2.6,7.11111,369402978.0,1.668,0.00619,0.83,,,,,,,
FIX,59638550528.0,61906104320.0,41.66585,28.222387,92.3209,5.31158,30.911,0.55292,0.17039,0.25661,0.07885,0.12775,45.489,1.214,1.172,0.382,0.01,1841915392.0,2550064896.0,11228023808.0,2002695936.0,18.355,40.67,60.04276,35194329.0,1.701,0.01143,1.62,,,-0.20838091319033658,-0.11328172653346491,,,
FSLR,26872821760.0,25339867136.0,25.515306,10.836836,2.6038468,4.99674,10.621,0.18509,0.08619001,0.44015998,0.42641997,0.32465,1.88,2.518,1.701,0.236,-0.037,1598684800.0,2155742976.0,5378071040.0,2385900032.0,96.031,9.8,23.07408,107469788.0,1.746,0.05353,5.28,,,,,,,
FOXA,26870198272.0,30419200000.0,16.674479,11.16875,2.456268,1.568971,7.836,0.14291,0.095010005,0.36629,0.25214002,0.09839,64.06,3.169,2.872,-0.036,0.281,555374976.0,1970000000.0,17125999616.0,3881999872.0,26.068,3.84,5.73296,199401385.0,0.541,0.01329,4.34,,,,,,,
GDDY,11533806592.0,14172706816.0,13.531946,8.258445,1718.3019,2.2597141,10.278,4.42861,0.09882,0.63802,0.27056998,0.17834999,57334.33,0.632,0.415,0.201,0.066,1204950016.0,1728800000.0,5104099840.0,1379000064.0,0.053,6.73,11.0275,126647704.0,0.918,0.00995,2.7,,,,,,,
FTNT,117130051584.0,113621843968.0,56.409897,42.462414,75.51561,15.5604925,43.771,1.17442,0.14166,0.80204004,0.33595002,0.28173,36.194,1.282,1.141,0.378,0.256,2265587456.0,3396100096.0,7527399936.0,2595800064.0,2.114,2.83,3.75956,733713653.0,1.058,0.17361,2.36,,,,,,,
FTV,18812973056.0,21870172160.0,32.650795,19.019646,3.0811863,4.3590927,17.714,0.07318,0.03295,0.6323,0.19137,0.12382,59.283,1.241,0.802,-0.056,0.079,939112512.0,1051299968.0,4315800064.0,1234599936.0,20.028,1.89,3.24454,304861021.0,0.976,0.00412,4.85,,,,,,,
GD,106071941120.0,111058386944.0,23.920073,21.16117,3.9481368,1.9334671,16.743,0.17803,0.06079,0.15375,0.1038,0.08179,35.335,1.441,0.852,0.144,0.081,4400124928.0,7694000128.0,54861000704.0,6632999936.0,99.3,16.39,18.52686,270557195.0,0.328,0.00527,2.07,,,,,,,
FOX,23932647424.0,27481647104.0,14.8515625,10.387979,2.1877396,1.3974453,7.079,0.14291,0.095010005,0.36629,0.25214002,0.09839,64.06,3.169,2.872,-0.036,0.281,555374976.0,1970000000.0,17125999616.0,3881999872.0,26.068,3.84,5.49,220248764.0,0.541,0.39769,3.82,,,,,,,
