,AU,C,CU,IF,M,RB,SC,TA
2020-01-08,0.1746787769560842,0.30962834448357285,0.251898718931136,-0.2186403254231996,-0.25228252138005997,-0.10224861354736622,0.15312642359466327,0.1709806740686461
2020-01-09,0.17694243605404067,0.3106166816364365,-0.25449041435580994,-0.21833417766416613,-0.24882951050614988,-0.10203449182107163,0.14155055891864285,0.17273742675885348
2020-01-10,0.24491295737582605,0.2856746300639148,0.2611219515774313,-0.21657628551060662,-0.2248502421731049,-0.09175280110190123,0.13926074956220558,0.168500342316617
2020-01-13,0.2814385248981098,0.2777437745416621,0.2704417433509617,-0.20992262154752073,-0.22123291853511212,-0.09535249357350718,0.1433644822490672,0.16828709441227602
2020-01-14,0.3073240058033912,0.27384784765260295,0.2656064697197914,-0.21045271116838085,-0.2098819270182176,-0.09489402683574027,0.13884987110358737,0.16759155885657748
2020-01-15,0.26017087805877626,0.2926336850975013,0.2798345191898054,-0.20091980972785234,-0.21343958623911014,-0.09105211888090595,0.13896058436579983,0.1604141862059357
2020-01-16,0.24989603567034469,0.27758200648882964,0.26747881543384744,-0.23458516639237526,-0.21111040139561785,-0.08813860643207079,0.13813372051983352,0.170104454062554
2020-01-17,0.259281065987927,0.28093796551140193,0.2666517163819561,-0.23685936200626895,-0.21878954427462904,-0.08898325913688584,0.14068619593177556,0.15395623544055204
2020-01-20,0.26528731922387405,0.2873416265217363,0.2699902961493473,-0.22567134913389605,-0.22384783119925347,-0.09035383669615019,0.14527015372897237,0.15772943767688333
2020-01-21,0.2562233805547927,0.2834198913960427,0.28875697019374413,-0.2050035669981169,-0.23473011369825555,-0.09521805630564364,0.14670819139385036,0.15289421389558636
2020-01-22,0.2790973437829988,0.2901884566688082,0.26075727215058747,-0.19920565515618294,-0.23948095164037847,-0.10208239896508008,0.1595474349965941,0.16481437843626612
2020-01-23,0.2888584464722042,0.2907679108893195,0.2526045006865384,-0.2132658284875359,-0.23964590223185947,-0.10242832051750295,-0.13914410412047243,0.16281382426518745
2020-01-24,0.2977803219158632,0.28335707895262274,0.23005548371437887,-0.22892132389658484,-0.24581303393569606,-0.11324549663164331,-0.1428099689372755,0.16652235386538644
2020-01-27,0.0,0.3512317907852758,0.29436906982302274,-0.233518738933777,-0.3114684776069055,-0.14426072969917952,-0.16481837956438158,0.21033107331578077
2020-01-28,0.0,-0.3554785633237162,0.30134102962186504,-0.22334860326041941,-0.30054422912045925,-0.14726228724579069,-0.16921198265825113,0.211357955136698
2020-01-29,0.0,-0.36077885702766915,0.3150142325497887,-0.22713290220551677,-0.3109568648596402,-0.17066042818943844,-0.15251527867906614,0.21269179117056577
2020-01-30,0.0,-0.4006485307580278,0.2865870145295166,-0.21483488659338815,-0.3187471626080274,-0.1626268638296067,-0.1546013185699517,0.17867711824937976
2020-01-31,0.0,-0.4186669717307033,0.28324197205805257,-0.2142973615160149,-0.33649672143926695,-0.15390699421639564,-0.152005742991721,0.1566631647124696
2020-02-03,0.0,-0.43534302720558954,0.27642934247795253,-0.19052357313498156,-0.3367203184734687,-0.15820790208079719,-0.1495673498751092,0.154956644332629
2020-02-04,0.0,-0.42413031119034844,0.27994216247980963,-0.1864898236395329,-0.3326354868959228,-0.17266606968994686,-0.14929790305607915,0.1627175312895742
2020-02-05,0.0,-0.43191666611032675,0.2746958678544008,-0.18156788442813995,-0.3302950897045685,-0.16929588132705375,-0.14708532393578028,0.154588912717526
2020-02-06,0.0,-0.4266902961256936,0.28531054287676455,-0.1911819754714227,-0.3158635511379899,-0.15581157473698376,-0.15026827300236337,0.15682297912551338
2020-02-07,-0.27044592560570535,-0.3757705798463004,0.2324616374826801,-0.1452606495850304,-0.2794134354710571,-0.1299285550355329,-0.12151472694082714,0.12687360769055692
2020-02-10,-0.2673831871113328,-0.31005489056961477,0.2104093403144177,-0.14350637030895363,-0.2955884899281364,-0.12604454413478408,-0.11835567507725604,0.12458952593860995
2020-02-11,-0.2673183777412938,-0.30672824988488684,0.20890809238089708,-0.14324820647513561,-0.3009638652658571,-0.12491063933034091,-0.11784529020344371,0.12508748373133463
2020-02-12,-0.29077352500895454,-0.30771237241094584,0.20772862026270575,-0.1340787590671253,-0.2807632772484404,-0.13329125617404128,-0.11812194142668146,0.1256818618337362
2020-02-13,-0.3137608438046278,-0.33040112681302225,0.22252108962865014,-0.14108063321756048,-0.23691989540253625,-0.14586435110748422,-0.13273369877450739,0.13425620655346018
2020-02-14,-0.29839056562065575,-0.3402256909475094,0.22716468240441798,-0.13653582475844048,0.23548295795732974,-0.14487872027078635,-0.13329299054744545,0.14053292469059486
2020-02-17,-0.2919459860046785,-0.33642386148989545,0.23679761312357767,-0.1416535757433099,-0.23101067462997654,-0.14701674918212163,-0.1339394364754973,0.14182021577225967
2020-02-18,-0.305444873170706,-0.3334785585438484,0.22992246999529065,-0.14402680811389768,-0.22770982043848179,-0.14255864190482428,-0.1328473187185349,0.1435293521372204
2020-02-19,-0.29625890745313627,-0.3344675797817741,0.2182319221997057,-0.15111730344394247,-0.22749121638775238,-0.1411349360110153,-0.13329031519308843,0.13341573498313547
2020-02-20,-0.28999922640119685,-0.3317586848105458,0.21907271563016625,-0.14933197000147833,-0.22197194098521827,-0.13508116702448406,-0.1435631544555228,0.13162045761861088
2020-02-21,-0.28248357794434137,-0.3395130509844803,0.22898994723880553,-0.14171035540861782,-0.21991799450066818,-0.13213275668834404,-0.13991942503587082,0.11805453326265054
2020-02-24,-0.284728118338221,-0.3369530316142731,0.23067680829891904,-0.1556561837847833,-0.18749319253791766,-0.13329933954927514,-0.152508104556532,0.12018850957249493
2020-02-25,-0.2598927110638874,-0.36272314948157136,0.23463296008103762,-0.16325884981520278,0.20129186784247438,-0.12626646460807425,-0.14725119571887696,0.1231154079227158
2020-02-26,-0.2622492491475038,-0.35279882157575404,0.22952190088142901,-0.15462658922017009,0.1952312056560508,-0.12340331150761233,-0.1790635862964499,0.1215371021864485
2020-02-27,-0.23914204277604903,-0.3615062073187151,0.24305842911464856,-0.1592617369022937,0.19444729014423523,-0.1254863654454277,-0.15555183692919375,0.13350635468830913
2020-02-28,-0.24574999868238692,-0.3683607677332666,0.2100299873554574,-0.1584808825419699,0.18034631158465336,-0.12981234142967918,-0.14415065468536556,0.14917398511718796
2020-03-02,-0.26272629762234584,-0.39784462145002103,0.22738289876387843,-0.18903031086588434,0.19426855773014262,0.0,-0.15436351036223597,0.16058052519151192
2020-03-03,-0.2636462052446303,-0.3824220005759079,0.24519328787114797,-0.188249249109539,0.19916923668085212,0.0,-0.16189651369182054,0.16554655336422805
2020-03-04,-0.26562469113673753,-0.384897277641057,0.24583443615515146,-0.19340080058421577,0.19999931912508245,0.0,-0.14750158015811324,0.1749036442668723
2020-03-05,-0.26594097165550684,-0.4127951827924435,0.2495747852585256,-0.18432913558837286,0.19954740146473968,0.0,-0.12883994992382242,0.1811988658912446
2020-03-06,-0.2826876632907633,-0.41387945510694707,0.2509850156311825,-0.19939010126019757,0.20473018103699359,0.0,-0.13181186954964524,0.17548791077904363
2020-03-09,-0.2577332602252583,-0.528821521325153,0.24933913467406849,-0.18298675206890547,0.16281723303506554,0.0,-0.11936682571041796,0.16783171490011545
2020-03-10,-0.2573399947721663,-0.5339068776345879,0.2452202415560654,-0.1842345658269068,0.14874893650328244,0.0,-0.12163514308228994,0.16875947971640018
2020-03-11,-0.2727537259257053,-0.4614546024317812,0.25612171386743765,-0.20650710913347464,0.15434839363208505,0.0,-0.1256505465413442,0.17368211270287331
2020-03-12,-0.2868059468417609,-0.47211045107346905,0.25439576448922396,-0.2236543485584815,0.17149953534389,0.0,-0.1318899196108678,0.18394806747716202
2020-03-13,-0.2993345840048925,-0.4714345412116292,0.25324891083033274,-0.23359215465318034,0.16739166686171797,0.0,-0.12373461023148367,0.1755856145552898
2020-03-16,-0.3078115871627675,-0.5010224153457289,0.24230953628144514,-0.220972434837277,0.16592031072506683,0.0,-0.12337401831281018,-0.1636163639191506
2020-03-17,-0.30779646602231187,-0.4982001080745043,0.23479872989615572,-0.21812951203720723,0.1619743328598877,0.0,-0.12239106594116024,0.1582939126778337
2020-03-18,-0.3261686875924323,-0.42836992084775116,0.2692452581632159,-0.22607877257872422,0.16577173050312136,0.0,-0.12408888868986093,0.17975198559210936
2020-03-19,-0.33784124841409074,-0.36127519116031775,0.2780956869100055,-0.2343168660599774,0.1710960919805848,0.0,-0.13000952988148504,0.18862905074067757
2020-03-20,-0.33620532022973154,-0.34588603689502634,0.27511837567009045,-0.23154526208762796,0.1691463433303827,0.0,-0.12053423449648466,0.22291658204636047
2020-03-23,-0.3316320577462456,-0.3442685198669111,0.2781967902482167,-0.22667772653215051,0.18086785188358867,0.0,-0.11985784595742328,0.21533147034999203
2020-03-24,-0.40087917731003514,-0.3258242006111177,0.2767968328605074,-0.22624212939253513,0.17806001149977307,0.0,-0.11680607261456574,0.19366419681838856
2020-03-25,-0.39362640170715335,-0.3203325236038277,0.2909030151347631,-0.23603117985538302,0.17533822009065833,0.0,-0.11684917229167424,0.19020117878901208
2020-03-26,-0.4123636714859444,-0.31599680077249515,0.308957021579888,-0.23659127038289976,0.1831956429406307,0.0,-0.11982878230979985,0.18369702457366247
2020-03-27,-0.4190280329668188,-0.30448304580381425,0.3405152818768905,-0.2312800467054018,0.2012729558959342,0.0,-0.11629608401782558,0.17247526793151285
2020-03-30,-0.47341704686536423,-0.32546130746848284,0.3682034334861852,-0.2594809897045246,0.22030372174944698,0.0,-0.1304439656460367,0.0
2020-03-31,-0.47321001870652973,-0.32809773407140164,0.3566066027910178,-0.2696028606113537,0.22664932046569677,0.0,-0.12667522039815096,0.0
2020-04-01,-0.47316120767182246,-0.2923743168491206,-0.37985617827739354,-0.24419032859969195,0.2203827122193626,0.0,-0.12725295371281595,0.0
2020-04-02,-0.46841281751325076,-0.26177713839098865,-0.38665665380950515,-0.25514259542310275,0.21467739054390422,0.0,-0.14553122333911045,0.0
2020-04-03,-0.4985788368148348,-0.25382804795874087,-0.39835148969776174,-0.22266039118996084,0.22633551306499286,0.0,-0.136806678441562,0.0
2020-04-06,-0.47507517386038783,-0.224926145906767,-0.34106147346230464,-0.18877014288036506,0.22274815067203882,0.0,-0.12394038836246726,0.14927011210309607
2020-04-07,-0.45858385442193295,-0.22298023267649628,-0.31942316943425614,-0.15668446997636504,0.2543991077786876,0.0,-0.12277690370199117,0.14910244972665626
2020-04-08,-0.4222385579930684,-0.2484692148854488,-0.3196786629984824,-0.1736770001918238,0.2449802306865298,0.0,-0.13049187809152146,0.15985241845560208
2020-04-09,-0.39734500402843365,-0.24804546174249592,-0.3435222848994452,-0.16239865767017542,0.23415256901600215,0.0,-0.11945966479334648,0.146746251313531
2020-04-10,-0.41139853526421344,-0.24649867197329425,-0.3220301379191373,-0.16315105087275966,0.24295059383583736,0.0,-0.11920975939248081,0.15198118336828395
2020-04-13,-0.40744614169061816,-0.2396963475837392,-0.3270539809271636,-0.16733717769953058,0.24407821610684377,0.0,-0.11096678187599503,0.15398533184706847
2020-04-14,-0.5067383250120485,-0.29760973931941254,0.0,-0.209392539778179,0.30980548097698435,0.0,-0.13998520269525166,0.1949027199369662
2020-04-15,-0.5268864452783965,-0.3214017223108495,0.0,-0.21392874516835295,0.31609201666027714,0.0,-0.14604163840162065,0.19566642934742653
2020-04-16,-0.5088654111748331,-0.35412214222055444,0.0,-0.21230763769694116,0.3159805104063812,0.0,-0.1472963447698077,0.1913177601864128
2020-04-17,-0.4923035478567633,-0.35934818129111495,0.0,-0.2146708416569636,0.2878532574558677,0.0,-0.14916471398609163,0.18854587736037237
2020-04-20,-0.518350416363624,-0.3605878183754637,0.0,-0.20933764848692188,0.2840683304399152,0.0,-0.14839496481276035,0.187667027352147
2020-04-21,-0.5210497724528818,-0.35142536157936793,0.0,-0.2006197345812197,0.2820009015400423,0.0,-0.1545594543864636,0.20125079480009037
2020-04-22,-0.5759979811741518,-0.39889372931345835,0.0,-0.21616012136045784,0.3388490872506846,0.0,-0.18120697515387782,0.0
2020-04-23,-0.6304351723559842,-0.4007782234435521,0.0,-0.20963509568320218,0.32424861328607324,0.0,-0.17632024511063626,0.0
2020-04-24,-0.609494002460145,0.0,-0.39831325098456716,-0.2223697544078578,0.34255807863091337,0.0,-0.19372028336219552,0.0
2020-04-27,-0.5967035599173041,0.0,-0.42487457139910534,-0.2215556560549343,0.3504290681300613,0.0,-0.18944593138945892,0.0
2020-04-28,-0.6615246171014748,0.0,0.0,-0.249230924544038,0.4031341753707876,-0.24002745855451996,-0.22701169481942993,0.0
2020-04-29,-0.7910668324105262,0.0,0.0,-0.29424596674717524,0.4327204392161565,0.0,-0.2686045962140489,0.0
2020-04-30,-0.6176628074193405,0.0,0.0,-0.24458379366259905,0.32386596109699606,-0.21327548416713793,-0.20792789980210943,0.0
2020-05-01,-0.4991125536515931,0.0,0.0,-0.22387774470828156,0.2625606939546851,-0.1889854101221798,-0.18890102794124033,-0.23528236342601166
2020-05-04,-0.5013400856729892,0.0,0.0,-0.2272045389825288,0.2669800596692427,-0.1880830136536808,-0.19698161284651303,-0.2570379396603987
2020-05-05,-0.48490804759647277,0.0,0.0,-0.25884168745758285,0.25830932547116736,-0.17630944017300917,-0.1925242053564674,-0.24212013927782142
2020-05-06,-0.5621495430909399,0.0,0.0,-0.2645301086586258,0.31112139286511786,0.0,-0.2114957694553917,-0.26417234050102967
2020-05-07,-0.5382615125472788,0.0,0.0,-0.2776689617137336,-0.2896770565436057,0.0,-0.2291352769114553,-0.2780832695107201
2020-05-08,-0.6524689912213161,0.0,0.0,-0.34251873373337205,-0.3073978386549694,0.0,-0.3093564745577829,0.0
2020-05-11,-0.46283627113326964,0.0,0.39632721283828065,-0.24975224934201487,-0.22568107614225097,0.0,-0.2778271919479608,0.0
2020-05-12,-0.45764075876020455,0.0,0.42082389072196225,-0.24300167128896857,-0.22561228242071685,0.0,-0.2644859660872635,0.0
2020-05-13,0.3880243194320927,0.0,0.39593160348986106,-0.21567689006600024,-0.19195747524914245,0.0,-0.22527216198540262,-0.2152879687362824
2020-05-14,0.45859308233800367,0.0,0.4629353133163278,0.0,-0.2197660486031087,0.0,-0.2637123108193227,-0.2504593803095615
2020-05-15,0.4749372146854332,0.0,0.4722741094228324,0.0,-0.23240049430649493,0.0,-0.21579335395372734,-0.2633180493041358
2020-05-18,0.3907514831246701,-0.30468127149436913,0.4117399992787598,0.0,0.0,-0.13987841432926262,-0.17084790849390394,-0.22343200226216467
2020-05-19,0.38278798528986896,-0.3148805270179861,0.39671425286915424,0.0,0.0,-0.14315581010238052,-0.1758025528238426,-0.22959761624568378
2020-05-20,0.3960045737211968,-0.3357947780694248,0.3861997442721874,0.0,0.0,-0.1427719064412409,-0.17550118337616188,-0.22328726048806974
2020-05-21,0.3508660150427961,-0.29852749158349096,0.33449944680785204,0.0,0.16100807024687994,-0.12202085102085389,-0.15353398476170182,-0.19721510592348518
2020-05-22,0.40695169802502607,-0.29549076070808467,0.3055892278180938,0.0,0.16857516142785686,-0.12379666599550447,-0.14662909989473802,-0.20082317837866892
2020-05-25,0.3942127145671694,-0.3046982850673289,0.30191701925226305,0.0,0.17246272869979268,-0.12942905820361755,-0.14951251176668878,-0.2083360928645272
2020-05-26,0.343969586359911,-0.2803306612441241,0.2912691541895662,-0.1649426397943767,0.15202069766865575,-0.11571642931777859,-0.13587039957744182,-0.17733027855735772
2020-05-27,0.32186025785933015,-0.2952550218451455,0.29403993860614674,-0.16687909351214975,0.16006218611099604,-0.11358463797389025,-0.12082619037192172,-0.18791266653694272
2020-05-28,0.3395356159394675,-0.28165894877262804,0.2756316636130805,-0.16360932003418036,0.17055778066339763,-0.12143828028428616,-0.12056524874943977,-0.18726970600589724
2020-05-29,0.33345294121637015,-0.2935886140697725,0.24786708374446342,-0.14083373228054247,0.1703845118424683,-0.11232929859420905,-0.10395746167003969,-0.1926449139299291
2020-06-01,0.36016014501196375,-0.26522713256020014,0.2422614423253855,-0.1559185323355848,0.1728687033594697,-0.12387303634718824,-0.10477318407495803,-0.16467060357318616
2020-06-02,0.353796918606688,-0.25828485988273797,0.24750573954435898,-0.1583906505507257,0.1803325500704052,-0.13635676765126625,-0.10614502801541731,-0.1666088585355144
2020-06-03,0.33989637580337373,-0.2654027672100999,0.23767381694745052,-0.1826573258605406,0.18546981309607027,-0.1423164529397883,-0.10966424975100152,-0.17142569161888105
2020-06-04,0.3910487192496666,-0.2564005707809984,0.21129192027198188,-0.18294340654615435,0.16908298280841771,-0.14370351936373998,-0.1088025025467429,-0.17766457271673655
2020-06-05,0.38563260842707336,-0.2548337405094501,0.2100955323248555,-0.18031503915598146,0.18242325435721848,-0.14646824712537934,-0.10751418978136291,-0.17008736422930118
2020-06-08,0.39331387282251046,-0.2620556484269363,0.2028947460306923,-0.18049015959385073,0.1666681920951921,-0.15818003498515862,-0.10686738810833017,-0.17316649200215417
2020-06-09,0.40157129210220743,-0.2670663276230248,0.20788031339768312,-0.15566336393713376,0.16703132945190638,-0.1642089345107112,-0.10307533999449495,-0.16450218720508708
2020-06-10,0.3811644306688112,-0.27095945470174077,0.2194227812841617,-0.15877995609243764,0.1724520139869093,-0.16587290982061076,-0.10020336870090703,-0.18061112847049024
2020-06-11,0.3646695962086769,-0.2869074155284528,0.21996548962908252,-0.16656100759012085,0.17306886604175953,-0.16458904842621694,-0.10188255772899736,-0.1826551735694867
2020-06-12,0.35979774455513297,-0.29896915076141817,0.21497994284396185,-0.16424305919183801,0.1713849775543339,-0.1933794256241308,-0.10430155158456154,-0.17541191966538452
2020-06-15,0.3475308181170023,-0.3227092145396795,0.20874505725471984,-0.1652343903076946,0.1734760859084655,-0.20482937348281527,-0.10431421698135414,-0.17114154932564968
2020-06-16,0.3650852369323407,-0.31945895813376324,0.21241080994105213,-0.1601350525087007,0.17397342473822822,-0.18769919652679493,-0.10361033092885358,-0.1682039177582846
2020-06-17,0.4520385829566706,0.0,0.2653847540392892,-0.19238950449493333,0.21683075495015935,-0.23413364059767727,-0.13039123995190377,-0.1994311526263791
2020-06-18,0.0,0.0,0.3188873280025438,-0.2573854304314334,0.32333723145257504,-0.35808631145425385,-0.1736331928348883,-0.2640326757127446
2020-06-19,0.0,0.0,0.32057801856582074,-0.24767309616086886,0.295509223890085,-0.3544926329305498,-0.13056486350655724,-0.25409031431676077
2020-06-22,-0.39951722943225515,0.0,0.23741326175139732,-0.19117107583050655,0.20513839502200176,-0.26691334092201313,-0.09247086724336005,-0.17228859069283964
2020-06-23,-0.3400684806734811,-0.22942561832380284,0.19498335310965326,-0.17441012778934062,-0.17317216233338315,-0.2230213414986243,0.07807339058425039,-0.1500885552549598
2020-06-24,-0.3477347674081184,-0.23137719519521352,0.1976715077627106,-0.17014017033416928,-0.1750500677408426,-0.2161627005327158,0.08240481394249169,-0.14977256602621006
2020-06-25,-0.33528652499323164,-0.2341995561555999,0.19583445832496196,-0.16637030213207463,-0.17231448458067927,-0.20721547778356905,0.08125651710602903,-0.1442602055917224
2020-06-26,-0.3092279275729389,-0.23548467215453162,0.20005643199270387,-0.2042405189390416,-0.15994926424857153,-0.21866205834682786,0.08734565997398731,-0.14079539864065713
2020-06-29,-0.30197739909072513,-0.24387411706852644,0.20187211805481006,-0.1992720586418551,-0.15489615661806674,-0.21182101066840553,0.0872103310572524,-0.15639185081875273
2020-06-30,-0.31281416288238045,-0.2577137214637488,0.2039831754408638,-0.19919156154781972,-0.1348118368286822,-0.21081683791715258,0.09010821166686428,-0.16442062385640419
2020-07-01,-0.351278403056344,-0.24699829198540127,0.20564381093294348,-0.1986745938231237,-0.12566971863263116,-0.2004407055855039,0.08539136131131003,-0.1601659008218815
2020-07-02,-0.35761588653812915,-0.2418651804798778,0.22577279031894415,-0.18342163627194055,-0.12625644823303445,-0.20356051630489455,0.09424775643002332,-0.1623598325901707
2020-07-03,-0.3851187737597448,-0.2739028091972578,0.2562375005281129,0.0,-0.14308064407879736,-0.232245250302199,0.1069325745185493,-0.19483002492315485
2020-07-06,-0.3284248345079647,-0.282254082130289,0.27866200084142184,0.0,-0.15605369036593245,-0.23861165999370548,0.10833544790795631,-0.18349154405762963
2020-07-07,-0.32135836272876706,-0.2710193604856242,0.2808822890866839,0.0,-0.16045782804291972,-0.24039512799407536,0.1120435944882833,-0.18554410340087593
2020-07-08,-0.32270586694185993,-0.25922774465249326,0.2744223524460968,0.0,-0.1557450266050553,-0.23782951587998108,0.11342223657233035,-0.1826673457502655
2020-07-09,-0.3153941613085571,-0.26035377274715243,0.2794808267693701,0.0,-0.15537755385783056,-0.2375000714719639,0.11355204250303724,-0.18382086105772436
2020-07-10,-0.319837711820547,-0.26513962957433496,0.2784611328411753,0.0,-0.156387777200859,-0.24348468865726586,0.1144430567614399,-0.1789681417990197
2020-07-13,-0.3219774589260431,-0.2785195600553261,0.27843464152630326,0.0,-0.15935838800588903,-0.24432987802234432,0.11305909099253426,0.18838023411734067
2020-07-14,0.2837781886590879,-0.2683529402096783,0.22955251273138572,-0.17516617392939207,-0.1416193002736126,-0.22061213368931482,0.10007694636899243,0.1701535592082256
2020-07-15,0.27230743822284337,-0.25355283765387027,0.217105971765555,-0.17635943859422185,-0.13379013194363548,-0.2127061411796322,0.09387424204084177,0.16705788241897385
2020-07-16,0.271403932342798,-0.2583976924353945,0.23715374291561364,-0.16986978533711392,-0.12835845553823433,-0.2049906252872111,0.09013962184473812,0.15775452778840543
2020-07-17,0.2452914486552638,-0.24448500094848719,0.24298117280156642,-0.15719279022175392,-0.1308835246442079,-0.19643096653505496,0.13927860826960303,0.1560384387994388
2020-07-20,0.26975844742646915,-0.23591154172790485,0.22755784936456142,-0.14812862825510115,-0.13367526808179056,-0.18624949001759977,0.15181218249159947,0.15870379073963742
2020-07-21,0.25330025635822156,-0.20945443808315042,0.2317326448792872,-0.14927747238715836,-0.13304303790747682,-0.21542507389416077,0.1475293160756381,0.15418205249580486
2020-07-22,0.2348524702989922,-0.21369287809049317,0.23172169563497408,-0.16468772962075473,-0.1373781117177638,-0.22656856527939742,0.13994787925047183,0.1473979450573928
2020-07-23,-0.26149518589129206,-0.228071482519194,0.24417273441903617,-0.17501950294042035,-0.14833585671532298,-0.24597451681293775,0.15134665965178246,0.1605025216406013
2020-07-24,-0.26428328770772175,-0.22716170229481353,0.23055830641067318,-0.17420105010109263,-0.14913657236593683,0.25267977029923505,0.15283183575096104,0.16378641507063915
2020-07-27,-0.2783503912599617,-0.21834898016230683,0.23924875446204058,-0.1838356865400919,-0.14972008176921076,0.27043030717625777,0.15298624036521177,0.17469871991433508
2020-07-28,-0.2824946139867633,-0.22045541304654817,0.23530430279925107,-0.18009510474308313,-0.16096553104359038,0.2883397127402518,0.1546208178701107,0.1697909285458119
2020-07-29,0.0,-0.2494095888176442,0.25720610283851686,-0.21791613570758347,-0.19947342872244345,-0.34430071379093125,0.19366351068429882,0.19167569546757943
2020-07-30,0.0,-0.24360111677925766,0.26229662326601905,-0.2262029513797112,-0.19529323888691213,-0.3527418530053291,0.18438551773477563,0.18322942366376466
2020-07-31,-0.31766316393812877,-0.24675663900830308,0.2543639938792382,-0.23400186631999112,-0.20068710944516868,0.0,0.19045753833268525,0.1890371695721566
2020-08-03,-0.34623275822686106,-0.2389764426330232,0.2259922859496544,-0.22373017334514897,-0.19554940185779215,0.0,0.16365976197661325,0.20297929223217495
2020-08-04,0.0,-0.31179846840076286,0.26866179968294024,-0.3124966216304343,-0.2416465581619018,0.0,0.19674397203293914,0.2686572841354497
2020-08-05,0.0,-0.32007913664398163,0.2556428994113273,-0.3141040298665449,-0.23613162083909317,0.0,0.20183537054463563,0.2395514599422587
2020-08-06,-0.3707217705084984,-0.24705862406165754,0.19638089485911117,-0.2512071420597647,-0.15961681256811167,0.0,0.139502965921291,0.1819381606587178
2020-08-07,-0.3733887180951864,-0.2293480096801988,0.20336030497687127,-0.25343745678256524,-0.16822224432471153,0.0,0.13989760541877436,0.19937750626495507
2020-08-10,-0.3856120463586278,-0.22308705705624296,0.20097973785266318,-0.272228612737775,-0.16571040401808093,0.0,0.14234295956759135,0.19381015486213435
2020-08-11,0.0,-0.3119231231617249,0.2600859433588939,-0.3494630686718051,-0.20832332056187658,0.0,0.18204901453850594,0.26682928893560515
2020-08-12,-0.41865477173893445,-0.23031666441655976,0.19238843957413043,-0.23707105279513815,-0.14981404813087948,0.0,0.13873717986769293,0.207164643857201
2020-08-13,-0.42899093212072276,-0.23839456791409017,0.1945475378176288,-0.22826834594841813,-0.15460309123279403,0.0,0.139992785336011,0.22233095963306956
2020-08-14,-0.3925266554798909,-0.1949865236119928,0.15838466128270257,-0.2067909862431824,-0.13617250367045736,0.23077292096514326,0.114157612076295,0.18515803066288877
2020-08-17,-0.3799093103387564,-0.20543353904969058,0.15297092010104915,-0.19403404969811566,-0.1403937318832231,0.21237099691976932,0.11548749924467451,0.18641295989735587
2020-08-18,-0.38592911057209894,-0.23517069816519723,0.15134755585962065,-0.1872686823647455,-0.1351506807559316,0.19560876563463028,0.11186415974840747,0.17685779243287117
2020-08-19,-0.405879500195602,-0.21842699099085616,0.151140960932857,-0.18062839218705412,-0.12971481417044467,0.18885603084673083,0.1121907855740498,0.19185376842602744
2020-08-20,-0.40209588337170327,-0.21836167330819348,0.1504601783898523,-0.1785371614195362,-0.12370892027713071,0.18921730391182964,0.1112831225519431,0.1921331661899302
2020-08-21,-0.4240289010425643,-0.22415589022676644,0.15755139135339685,-0.1833403338078017,-0.12969455342728176,0.18323189487939331,0.11135705719307963,0.19223856000984738
2020-08-24,-0.42064472144100995,-0.23293494386455793,0.14990366394678475,-0.18098877661134005,-0.13024343755550916,0.18243996577678998,0.11844046534375997,0.19043976632020335
2020-08-25,-0.4007459531710085,-0.23650482827040253,0.13165851507733758,-0.18909036066974452,-0.13632585532543845,0.18466186222194478,0.11844194615690991,0.20340378052858057
2020-08-26,-0.39895890729980515,-0.23649954426301154,0.13359101777232446,-0.18477982843342142,-0.13533494175534774,0.1845087027000909,0.11785411820689158,0.20907068095810843
2020-08-27,-0.39341909993015206,-0.24334485437951012,0.12578548672237314,-0.18034355024633564,-0.13920880138277916,0.17729500015242758,0.1134305351952743,0.20730434658814648
2020-08-28,-0.40343003609274997,-0.22202626469284775,0.11764670226028676,-0.17976310961929853,-0.14425189099489993,0.18982499001611244,0.1156779709017703,0.208533799577452
2020-08-31,-0.38773889035677267,-0.217863313449739,0.11977842912544318,-0.1829940788196071,-0.14308496009404018,0.1897922974449007,0.1283874238328162,0.21465909335453914
2020-09-01,-0.4018392562845828,-0.19879138196889354,0.12299267009640269,-0.19700550993191954,-0.14441592069858758,0.19376733794756376,-0.13017021232874137,0.19761288343593872
2020-09-02,-0.40543888624846425,-0.20449343162699624,0.12204341378979335,-0.1902281930497438,-0.14264924580991323,0.18407394718008752,-0.12920729886760643,0.21033625574219353
2020-09-03,-0.4626491387844061,-0.23362749573460315,0.1399473919591356,-0.20960643843532992,-0.18534921722255776,0.2266487449240807,-0.15601989808094574,0.0
2020-09-04,-0.4537888041002167,-0.2506403267566826,0.143620965776192,-0.19576529697383843,-0.17416391776234363,0.23422351215514314,-0.1630984926359646,0.0
2020-09-07,-0.3711738808105966,-0.21388024121436194,0.1134782458184455,-0.16744811884123112,-0.15306502493124152,0.19740875668388563,-0.14163816811432714,0.21434159770144667
2020-09-08,-0.36045042723603354,0.21030066483971313,0.11027151885009474,-0.1697921128223358,-0.16398322448145033,0.20031497039502585,-0.15214597821527162,0.22076213047705923
2020-09-09,-0.3525887625519126,0.19652599234060722,0.10697261164041405,-0.1818196088102721,-0.1702905266107111,0.1981010755960879,-0.16577034522778125,0.21976593676955455
